full_name,race,gender,age,job_title,state,city,zip_code,Salary,,,,,,
Bar Lardge,White,Male,52,Food Chemist,New York,Schenectady,12305,"$173,347.63 ",,,,,,
Jemima Beaver,White,Female,46,Desktop Support Technician,New York,Syracuse,13251,"$75,458.81 ",,,,,,
Candace Jepp,White,Female,54,Electrician,New York,Brooklyn,11254,"$245,115.14 ",,,,,,
Lee Coton,White,Female,19,Executive Secretary,New York,Albany,12222,"$278,105.32 ",,,,,,
Corry Buffy,Hispanic,Female,40,Speech Pathologist,New York,Rochester,14624,"$96,970.05 ",,,,,,
Tracie Belleny,White,Female,56,Software Developer,New York,New York City,10292,"$131,218.08 ",,,,,,
Bernetta Gutherson,White,Female,19,VP Marketing,New York,Brooklyn,11231,"$185,231.58 ",,,,,,
Galen Birtwhistle,White,Male,30,Marketing Manager,New York,Jamaica,11407,"$104,242.86 ",,,,,,
Jannel Avramovitz,White,Female,58,Professor,New York,Buffalo,14205,"$207,290.39 ",,,,,,
Kellby Shawyers,White,Male,20,Help Desk Operator,New York,Jamaica,11447,"$30,058.44 ",,,,,,
Cori Kulic,Asian,Male,43,Automation Specialist,New York,New York City,10150,"$136,087.54 ",,,,,,
Ainslie Donaher,White,Female,65,Account Coordinator,New York,New York City,10165,"$129,786.37 ",,,,,,
Mackenzie Gepheart,White,Male,48,Marketing Assistant,New York,Schenectady,12305,"$237,416.58 ",,,,,,
Edee Bour,White,Female,60,Electrician,New York,Syracuse,13205,"$129,333.35 ",,,,,,
Jeanine Alcido,White,Female,65,Desktop Support Technician,New York,New York City,10280,"$298,554.23 ",,,,,,
Efrem Yaakov,Black,Male,67,Senior Cost Accountant,New York,Jamaica,11407,"$277,826.72 ",,,,,,
Janene Boddice,White,Female,51,Assistant Manager,New York,Albany,12222,"$86,938.63 ",,,,,,
Leighton Eilles,White,Male,69,Geologist,New York,Rochester,14652,"$201,990.17 ",,,,,,
Nobie Wisniowski,Black,Male,19,Nurse Practicioner,New York,Bronx,10454,"$275,743.98 ",,,,,,
Laverne Mishow,White,Female,47,Office Assistant,New York,Bronx,10474,"$69,834.14 ",,,,,,
Roxie Rozier,Asian,Female,25,Health Coach,New York,New York City,10203,"$161,832.02 ",,,,,,
Laurent Alpine,White,Male,61,Electrician,New York,Buffalo,14220,"$298,606.90 ",,,,,,
Vail Spearing,White,Male,50,Marketing Assistant,New York,Staten Island,10305,"$164,864.43 ",,,,,,
Cesar Ipplett,Black,Male,24,Software Developer,New York,New York City,10019,"$166,186.94 ",,,,,,
Bethina Tregale,White,Female,62,Account Coordinator,New York,White Plains,10633,"$53,756.32 ",,,,,,
Clay Crossan,White,Male,55,Buget Analyst,New York,Jamaica,11431,"$199,177.07 ",,,,,,
Rupert Hollier,Hispanic,Male,56,Senior Financial Analyst,New York,New York City,10090,"$73,105.63 ",,,,,,
Ingra Bynert,Hispanic,Male,36,Executive Assistant,New York,New York City,10120,"$49,192.14 ",,,,,,
Storm Bowick,White,Female,60,Desktop Support Technician,New York,Brooklyn,11220,"$153,924.15 ",,,,,,
Kettie Mournian,Hispanic,Female,39,Junior Executive,New York,Albany,12227,"$213,896.74 ",,,,,,
Vanya Dunthorn,White,Male,31,Accountant,New York,New York City,10115,"$164,509.00 ",,,,,,
Maren Zarfai,White,Female,62,Paralegal,New York,New York City,10024,"$30,082.29 ",,,,,,
Alidia Ponten,White,Female,56,Software Developer,New York,Yonkers,10705,"$297,437.11 ",,,,,,
Maude Osmint,White,Female,50,Speech Pathologist,New York,New York City,10060,"$245,506.17 ",,,,,,
Roger Konmann,White,Male,33,Executive Assistant,New York,Rochester,14609,"$214,427.93 ",,,,,,
Donaugh Dounbare,White,Male,67,Electrician,New York,Buffalo,14225,"$30,499.89 ",,,,,,
Jerrie Mayger,White,Male,39,Account Executive,New York,Buffalo,14269,"$173,657.41 ",,,,,,
Ody O'Duggan,White,Male,53,Electrician,New York,New York City,10175,"$130,973.50 ",,,,,,
Kin Font,Asian,Male,69,Software Developer,New York,Albany,12237,"$148,544.65 ",,,,,,
Felicia Tuffield,Black,Female,66,Cost Accountant,New York,New York City,10184,"$143,146.99 ",,,,,,
Norma Wilfing,White,Female,49,Senior Financial Analyst,New York,Buffalo,14220,"$48,403.63 ",,,,,,
Waly Blodgett,White,Female,35,Database Administrator,New York,New York City,10175,"$152,850.54 ",,,,,,
Alasdair Videneev,Hispanic,Male,54,Business Systems Development Analyst,New York,Bronx,10464,"$293,287.50 ",,,,,,
Creight Hefforde,White,Male,47,Recruiting Manager,New York,Syracuse,13205,"$290,161.35 ",,,,,,
Mead Cockaday,Hispanic,Female,43,Database Administrator,New York,Bronx,10459,"$233,606.39 ",,,,,,
Evvie Gurys,White,Female,34,Administrative Officer,New York,Albany,12227,"$177,703.92 ",,,,,,
Cherida Delph,Black,Female,68,Nurse Practicioner,New York,Staten Island,10310,"$182,009.44 ",,,,,,
Franchot Hulse,White,Male,46,Accountant,New York,Brooklyn,11254,"$45,837.17 ",,,,,,
Alain Clandillon,Black,Male,41,Systems Administrator,New York,Brooklyn,11231,"$208,725.94 ",,,,,,
Amby Weatherburn,White,Male,48,Software Developer,New York,Albany,12242,"$115,891.35 ",,,,,,
Joaquin Kemme,White,Male,54,Assistant Manager,New York,Syracuse,13205,"$229,286.27 ",,,,,,
Raquela Keighley,Hispanic,Female,63,Electrician,New York,Buffalo,14210,"$153,510.14 ",,,,,,
Shelagh Nanninini,White,Female,66,Financial Analyst,New York,Albany,12232,"$253,600.80 ",,,,,,
Sherm Cossem,White,Male,19,Social Worker,New York,New York City,10115,"$28,579.84 ",,,,,,
Emmery Pummell,White,Male,35,Senior Cost Accountant,New York,Buffalo,14210,"$80,317.94 ",,,,,,
Toddie Moye,White,Male,53,Software Developer,New York,Bronx,10469,"$125,448.00 ",,,,,,
Fianna Clausner,Asian,Female,29,Financial Advisor,New York,New York City,10060,"$249,493.13 ",,,,,,
Ad Semple,White,Male,39,Software Developer,New York,Albany,12227,"$281,196.17 ",,,,,,
Trumann Giacopelo,White,Male,19,VP Marketing,New York,Rochester,14619,"$212,008.38 ",,,,,,
Mortie Tonks,White,Male,65,Food Chemist,New York,Rochester,14609,"$143,556.14 ",,,,,,
Bradney Michin,White,Male,44,General Manager,New York,Utica,13505,"$231,267.87 ",,,,,,
Katya Rishworth,Hispanic,Female,22,Senior Developer,New York,New York City,10270,"$175,072.55 ",,,,,,
Bobbye Rodinger,White,Female,44,Food Chemist,New York,White Plains,10606,"$253,698.41 ",,,,,,
Lorne Binning,White,Male,50,VP Marketing,New York,Buffalo,14225,"$34,956.22 ",,,,,,
Guillaume Moodie,White,Male,26,Office Assistant,New York,New York City,10249,"$86,975.87 ",,,,,,
Sumner Dreghorn,White,Male,33,Office Assistant,New York,New York City,10029,"$222,946.45 ",,,,,,
Aeriela Wardhough,White,Female,27,VP Quality Control,New York,Buffalo,14233,"$80,249.44 ",,,,,,
Phyllida Candey,Black,Female,27,Physical Therapy Assistant,New York,Albany,12247,"$59,426.61 ",,,,,,
Eddy Dorrian,White,Female,70,Tax Accountant,New York,New York City,10203,"$126,742.25 ",,,,,,
Elnar Senechault,White,Male,44,Electrician,New York,Buffalo,14215,"$226,100.47 ",,,,,,
Ronald McMylor,White,Male,39,Research Assistant,New York,Albany,12255,"$181,602.50 ",,,,,,
Tandi Fuentes,Hispanic,Female,51,Office Assistant,New York,Rochester,14639,"$293,262.92 ",,,,,,
Dotti Borwick,White,Female,39,Electrician,New York,New York City,10110,"$183,361.24 ",,,,,,
Alwin Abrahamian,Hispanic,Male,19,Buget Analyst,New York,Schenectady,12305,"$43,714.59 ",,,,,,
Valeda Flippelli,White,Female,38,Software Developer,New York,Albany,12242,"$191,663.99 ",,,,,,
Matias Pilley,White,Male,69,VP Sales,New York,New York City,10090,"$84,548.48 ",,,,,,
Othelia Edmons,White,Female,70,Marketing Assistant,New York,New York City,10039,"$274,750.10 ",,,,,,
Tedmund Daintry,Black,Male,52,Assistant Professor,New York,Mount Vernon,10557,"$222,232.26 ",,,,,,
Valaria Ellacott,White,Female,35,Web Designer,New York,New York City,10024,"$175,089.21 ",,,,,,
Berne Giampietro,Black,Male,28,Sales Associate,New York,New York City,10203,"$181,587.22 ",,,,,,
Derek Loughhead,White,Male,67,Clinical Specialist,New York,New York City,10034,"$278,357.90 ",,,,,,
Yancy Rousel,White,Male,38,Business Systems Development Analyst,New York,Jamaica,11407,"$107,035.04 ",,,,,,
Merrilee Royal,White,Female,70,Statistician,New York,Yonkers,10705,"$244,283.31 ",,,,,,
Dukie Farragher,White,Male,71,Human Resources,New York,Brooklyn,11241,"$108,565.61 ",,,,,,
Tasha Wenderoth,Asian,Female,30,Assistant Professor,New York,New York City,10155,"$133,678.63 ",,,,,,
Guglielma Mynett,Black,Female,55,General Manager,New York,Buffalo,14269,"$60,200.21 ",,,,,,
Vallie Veschambre,Black,Female,46,Librarian,New York,Albany,12210,"$116,773.24 ",,,,,,
Isa Baddow,Hispanic,Female,48,Staff Scientist,New York,White Plains,10606,"$40,794.23 ",,,,,,
Edwin Nertney,White,Male,29,Software Developer,New York,Jamaica,11407,"$281,195.34 ",,,,,,
Filippa Marzelo,Black,Female,67,VP Marketing,New York,Rochester,14646,"$182,178.13 ",,,,,,
Billye Erskin,White,Female,60,Quality Control Specialist,New York,Buffalo,14233,"$275,811.47 ",,,,,,
Maryellen Cockney,White,Female,56,Staff Scientist,New York,Syracuse,13224,"$268,971.28 ",,,,,,
Elladine Giacomelli,White,Female,45,Registered Nurse,New York,New York City,10039,"$235,510.57 ",,,,,,
Toma Monkhouse,White,Female,70,Accountant,New York,Rochester,14639,"$251,032.76 ",,,,,,
Nickie Gallagher,White,Male,32,Recruiting Manager,New York,New Hyde Park,11044,"$224,701.44 ",,,,,,
Joellen Donat,White,Female,50,Occupational Therapist,New York,Flushing,11388,"$202,180.61 ",,,,,,
Lannie Dedon,White,Male,27,Safety Technician,New York,Utica,13505,"$212,753.57 ",,,,,,
Aguie Middiff,Black,Male,59,Teacher,New York,Bronx,10454,"$298,431.67 ",,,,,,
Janessa McCloughen,White,Female,21,Environmental Specialist,New York,New York City,10019,"$265,396.82 ",,,,,,
Stace Pattington,American Indian & Alaska Native,Female,29,Sales Associate,New York,New York City,10099,"$211,962.96 ",,,,,,
Elana Fowgies,White,Female,55,Associate Professor,New York,Rochester,14609,"$85,429.57 ",,,,,,
Sarena Vobes,Hispanic,Female,36,Research Assistant,New York,New York City,10090,"$233,872.93 ",,,,,,
Brose Lewzey,White,Male,24,Human Resources,New York,Mount Vernon,10557,"$116,446.56 ",,,,,,
Reidar McKnish,Asian,Male,18,Registered Nurse,New York,Buffalo,14233,"$155,218.81 ",,,,,,
Minnaminnie Melmore,White,Female,53,Sales Associate,New York,New York City,10125,"$252,576.82 ",,,,,,
Gerta Biddell,White,Female,51,VP Marketing,New York,Buffalo,14263,"$248,108.70 ",,,,,,
Chandler Lytle,White,Male,31,Sales Associate,New York,Syracuse,13251,"$254,852.87 ",,,,,,
Leonard Rikkard,Black,Male,59,Marketing Manager,New York,Brooklyn,11247,"$117,085.23 ",,,,,,
Bartolomeo Surmeyers,Asian,Male,31,Automation Specialist,New York,New York City,10099,"$217,485.07 ",,,,,,
Deeyn Kingsley,Black,Female,57,Professor,New York,New York City,10004,"$165,484.81 ",,,,,,
Wildon Jacks,Asian,Male,69,Sales Associate,New York,Staten Island,10310,"$89,206.38 ",,,,,,
Lucias Fuzzens,White,Male,47,Software Developer,New York,Albany,12255,"$215,747.74 ",,,,,,
Arabele Tonnesen,Hispanic,Female,50,Sales Associate,New York,Utica,13505,"$99,573.17 ",,,,,,
Karyl Etherson,Hispanic,Female,42,Operator,New York,New York City,10280,"$114,167.84 ",,,,,,
Wally Grabham,Asian,Male,31,Help Desk Operator,New York,Buffalo,14205,"$50,538.09 ",,,,,,
Opaline Healy,White,Female,21,Software Developer,New York,Albany,12210,"$38,657.93 ",,,,,,
Ingra Duchesne,Black,Male,55,Software Developer,New York,New York City,10260,"$198,512.96 ",,,,,,
Toni Townsley,White,Female,59,Sales Representative,New York,New York City,10120,"$48,505.56 ",,,,,,
Hill de Courcy,White,Male,35,Accountant,New York,White Plains,10606,"$223,992.56 ",,,,,,
Mufinella Saffer,Black,Female,29,Web Designer,New York,New York City,10131,"$27,732.07 ",,,,,,
Tynan Pavlasek,Black,Male,63,Web Designer,New York,Albany,12205,"$79,228.10 ",,,,,,
Ramona McCrachen,White,Female,50,GIS Technical Architect,New York,Brooklyn,11231,"$235,179.97 ",,,,,,
Skyler Godthaab,Hispanic,Male,41,Teacher,New York,New York City,10034,"$253,902.07 ",,,,,,
Clarice Scoggan,White,Female,30,VP Accounting,New York,New York City,10060,"$285,058.71 ",,,,,,
Kahaleel Tremellier,White,Male,66,Director of Sales,New York,Jamaica,11436,"$250,169.25 ",,,,,,
Karlyn Pack,White,Female,43,Human Resources,New York,Buffalo,14269,"$32,262.15 ",,,,,,
Giorgi O'Cosgra,White,Male,45,Director of Sales,New York,Rochester,14619,"$227,827.43 ",,,,,,
Helsa Salvage,White,Female,42,Librarian,New York,New York City,10034,"$257,130.45 ",,,,,,
Everard Brende,White,Male,19,Executive Secretary,New York,Bronx,10454,"$296,241.37 ",,,,,,
Barth Waything,White,Male,49,Software Developer,New York,New York City,10270,"$137,593.16 ",,,,,,
Desmond Elkington,White,Male,61,VP Product Management,New York,Jamaica,11480,"$83,398.85 ",,,,,,
Tamar Nation,Hispanic,Female,71,Research Nurse,New York,New York City,10155,"$277,772.84 ",,,,,,
Verne Tomaszewski,White,Male,34,Assistant Manager,New York,Buffalo,14225,"$78,285.98 ",,,,,,
Diarmid Lissandre,Hispanic,Male,47,Sales Associate,New York,New York City,10004,"$263,063.04 ",,,,,,
Hans Liebermann,White,Male,19,Sales Associate,New York,New York City,10034,"$69,489.46 ",,,,,,
Krystyna Friday,Hispanic,Female,62,VP Product Management,New York,New York City,10203,"$228,730.75 ",,,,,,
Baron Sangar,White,Male,27,Help Desk Technician,New York,Rochester,14683,"$132,216.88 ",,,,,,
Alyda Southeran,White,Female,39,Administrative Officer,New York,Bronx,10459,"$214,201.22 ",,,,,,
Earlie Durward,Black,Male,28,Environmental Specialist,New York,New York City,10131,"$183,241.04 ",,,,,,
Batholomew Grinley,White,Male,53,Safety Technician,New York,Buffalo,14210,"$296,451.71 ",,,,,,
Sherline Lunbech,White,Female,45,Financial Analyst,New York,Jamaica,11447,"$146,291.75 ",,,,,,
Ofelia Joutapavicius,Hispanic,Female,37,Assistant Professor,New York,Albany,12262,"$154,227.20 ",,,,,,
Darren Nickolls,Hispanic,Male,50,Executive Secretary,New York,Brooklyn,11236,"$207,860.08 ",,,,,,
Shaylyn Wooton,White,Female,41,Physical Therapy Assistant,New York,New York City,10024,"$44,491.56 ",,,,,,
Welsh Lemmers,White,Male,30,Biostatistician,New York,Schenectady,12305,"$40,106.88 ",,,,,,
Belinda Huckfield,White,Female,50,Recruiter,New York,Brooklyn,11215,"$119,854.55 ",,,,,,
Kathy Ammer,White,Female,30,Assistant Media Planner,New York,Albany,12247,"$253,092.99 ",,,,,,
Shannen Morilla,Black,Female,53,Associate Professor,New York,Albany,12205,"$75,284.95 ",,,,,,
Moritz Stanwix,White,Male,21,Web Designer,New York,Jamaica,11499,"$210,843.74 ",,,,,,
Teodoro Borthe,White,Male,65,Marketing Assistant,New York,Albany,12247,"$34,635.32 ",,,,,,
Dael Boxhill,Asian,Male,31,Account Coordinator,New York,Mount Vernon,10557,"$285,047.58 ",,,,,,
Thom Rickett,Hispanic,Male,30,Sales Associate,New York,New York City,10120,"$292,499.87 ",,,,,,
Alyosha Saxby,Hispanic,Male,24,Human Resources,New York,Buffalo,14276,"$123,971.21 ",,,,,,
Yoshiko Mantrup,Hispanic,Female,20,Editor,New York,New York City,10270,"$264,798.49 ",,,,,,
Duffie Berwick,White,Male,64,Sales Associate,New York,New York City,10160,"$150,471.86 ",,,,,,
Dreddy Ettridge,White,Female,48,Sales Associate,New York,Albany,12237,"$84,556.18 ",,,,,,
Skell Goldstein,White,Male,37,Sales Associate,New York,New York City,10019,"$65,775.18 ",,,,,,
Gratiana Coon,White,Female,28,Occupational Therapist,New York,New York City,10014,"$224,541.19 ",,,,,,
Antonius Markie,Asian,Male,59,Recruiting Manager,New York,New York City,10105,"$140,110.87 ",,,,,,
Doug Cluitt,White,Male,25,Software Developer,New York,Brooklyn,11215,"$205,155.05 ",,,,,,
Valentin Dingsdale,White,Male,55,Associate Professor,New York,New York City,10203,"$27,767.08 ",,,,,,
Ainslie Pluthero,Black,Female,19,Software Developer,New York,Brooklyn,11254,"$97,827.86 ",,,,,,
Dieter Yuryshev,Hispanic,Male,32,Assistant Manager,New York,Staten Island,10305,"$260,204.48 ",,,,,,
Lorilyn Eltringham,Hispanic,Female,63,Software Developer,New York,New York City,10019,"$79,788.07 ",,,,,,
Yasmeen Clail,Hispanic,Female,39,Administrative Officer,New York,Jamaica,11470,"$245,246.33 ",,,,,,
Katleen But,White,Female,45,Software Developer,New York,Rochester,14652,"$65,507.67 ",,,,,,
Hakim Glen,White,Male,27,Dental Hygienist,New York,Brooklyn,11205,"$43,226.97 ",,,,,,
Bobbette Croux,Hispanic,Female,41,Dental Hygienist,New York,Bronx,10469,"$291,607.62 ",,,,,,
Lane Cota,Asian,Male,18,Community Outreach Specialist,New York,New Hyde Park,11044,"$82,195.73 ",,,,,,
Bo Carillo,Asian,Male,46,Software Developer,New York,Syracuse,13217,"$92,484.05 ",,,,,,
Fifine Eymor,White,Female,68,Environmental Tech,New York,Hicksville,11854,"$223,739.27 ",,,,,,
Laurent Sermin,American Indian & Alaska Native,Male,54,Buget Analyst,New York,New York City,10280,"$278,040.72 ",,,,,,
Patricio Lorentz,White,Male,49,Assistant Media Planner,New York,Rochester,14683,"$238,927.28 ",,,,,,
Farah Bumphrey,White,Female,41,Sales Associate,New York,Flushing,11355,"$283,905.57 ",,,,,,
Jerrold D'Ambrogio,White,Male,59,Sales Associate,New York,Albany,12237,"$120,076.87 ",,,,,,
Claudio Yuranovev,White,Male,51,Environmental Specialist,New York,New York City,10175,"$208,304.81 ",,,,,,
Iseabal Dougharty,White,Female,68,Help Desk Technician,New York,Utica,13505,"$31,590.57 ",,,,,,
Rozele Aspin,White,Female,49,Actuary,New York,Buffalo,14263,"$47,512.29 ",,,,,,
Gherardo Ferrari,Hispanic,Male,57,GIS Technical Architect,New York,New York City,10099,"$163,901.46 ",,,,,,
Therese Awty,White,Female,49,Software Developer,New York,Mount Vernon,10557,"$230,681.10 ",,,,,,
Page Ritchings,Black,Female,49,Account Coordinator,New York,New York City,10009,"$247,451.00 ",,,,,,
Garvy Evins,White,Male,47,Information Systems Manager,New York,Syracuse,13217,"$99,928.91 ",,,,,,
Mirabelle Hannum,White,Female,35,Research Assistant,New York,Syracuse,13251,"$158,410.59 ",,,,,,
Shirley Khomin,White,Female,42,Operator,New York,Brooklyn,11241,"$48,243.90 ",,,,,,
Farrell Shawyers,White,Male,49,VP Sales,New York,New York City,10203,"$276,542.16 ",,,,,,
Verna Potapczuk,White,Female,37,Health Coach,New York,Albany,12227,"$250,457.82 ",,,,,,
Ganny Romeuf,White,Male,56,Compensation Analyst,New York,Albany,12205,"$160,621.84 ",,,,,,
Corrie Larwood,White,Male,26,Registered Nurse,New York,Buffalo,14220,"$83,235.06 ",,,,,,
Hadrian Rehor,White,Male,22,Junior Executive,New York,Brooklyn,11205,"$117,178.69 ",,,,,,
Shirlene Goodoune,Asian,Female,26,Biostatistician,New York,New York City,10150,"$117,003.81 ",,,,,,
Hedy Flattman,White,Female,35,General Manager,New York,New York City,10115,"$175,051.47 ",,,,,,
Pembroke Spriddle,Hispanic,Male,63,Research Associate,New York,New York City,10014,"$48,152.71 ",,,,,,
Sidonia Annion,Black,Female,68,Accountant,New York,Albany,12227,"$125,643.38 ",,,,,,
Merl Larway,White,Female,52,Pharmacist,New York,Flushing,11355,"$201,671.49 ",,,,,,
Beckie Gittus,Hispanic,Female,43,Payment Adjustment Coordinator,New York,New York City,10292,"$125,575.60 ",,,,,,
Bettye Cawsby,Hispanic,Female,55,Web Designer,New York,Albany,12242,"$54,261.53 ",,,,,,
Karilynn McKeady,White,Female,24,Software Developer,New York,Buffalo,14263,"$140,568.76 ",,,,,,
Griffith Pagin,White,Male,37,Professor,New York,Brooklyn,11236,"$194,399.94 ",,,,,,
Ivory Farleigh,Black,Female,61,Recruiter,New York,Flushing,11388,"$185,427.49 ",,,,,,
Jacinda Dyster,Hispanic,Female,34,Environmental Tech,New York,Hicksville,11854,"$256,119.84 ",,,,,,
Bordie Kettell,White,Male,35,VP Sales,New York,New York City,10090,"$31,787.68 ",,,,,,
Delainey McClary,White,Male,50,Software Developer,New York,Syracuse,13217,"$286,146.59 ",,,,,,
Marianna Daldry,White,Female,24,Quality Control Specialist,New York,New York City,10260,"$224,047.14 ",,,,,,
Padraic de Guise,Hispanic,Male,42,Research Assistant,New York,New York City,10184,"$202,366.82 ",,,,,,
Mackenzie Arangy,Hispanic,Male,47,Sales Associate,New York,New York City,10039,"$142,381.32 ",,,,,,
Damiano Grennan,Hispanic,Male,33,Research Assistant,New York,Bronx,10459,"$135,963.85 ",,,,,,
Grady O' Ronan,White,Male,68,VP Product Management,New York,Rochester,14609,"$109,036.44 ",,,,,,
Willie Shoreman,White,Male,33,Director of Sales,New York,White Plains,10633,"$138,270.78 ",,,,,,
Saxon Skirling,White,Male,26,Database Administrator,New York,Elmira,14905,"$169,201.41 ",,,,,,
Tiebold Pipe,White,Male,31,Geologist,New York,Jamaica,11431,"$187,112.30 ",,,,,,
Rhianon Du Fray,White,Female,41,Software Developer,New York,Syracuse,13205,"$231,207.91 ",,,,,,
Lonnie Chipp,White,Male,31,Administrative Officer,New York,White Plains,10606,"$46,727.43 ",,,,,,
Any Goodluck,White,Male,49,Financial Advisor,New York,Rochester,14624,"$195,082.77 ",,,,,,
Ilaire Howieson,White,Male,33,Biostatistician,New York,Buffalo,14263,"$33,293.64 ",,,,,,
Leesa Claisse,White,Female,54,Legal Assistant,New York,New York City,10131,"$165,480.43 ",,,,,,
Hewitt Gerred,Hispanic,Male,18,Teacher,New York,New York City,10120,"$196,890.37 ",,,,,,
Brynn Fluck,Hispanic,Female,34,Environmental Tech,New York,Brooklyn,11225,"$283,751.50 ",,,,,,
Tomas Rimmer,White,Male,31,Recruiter,New York,Rochester,14614,"$151,037.52 ",,,,,,
Abagail Fitzroy,White,Female,22,Business Systems Development Analyst,New York,Bronx,10474,"$70,767.14 ",,,,,,
Bendix Tilbey,Asian,Male,35,Assistant Professor,New York,Albany,12232,"$68,852.76 ",,,,,,
Cristal Lambis,White,Female,40,Environmental Tech,New York,Rochester,14609,"$215,158.24 ",,,,,,
Willi Gouinlock,White,Male,30,Web Designer,New York,New York City,10029,"$196,187.65 ",,,,,,
Dierdre Van de Vlies,Hispanic,Female,26,Sales Associate,New York,Rochester,14619,"$43,370.24 ",,,,,,
Agosto Mesnard,White,Male,23,Software Consultant,New York,Albany,12262,"$29,807.46 ",,,,,,
Karim MacLise,White,Male,37,Sales Associate,New York,Jamaica,11447,"$33,338.63 ",,,,,,
Wylie Ducker,Black,Male,20,Environmental Specialist,New York,New York City,10280,"$193,452.25 ",,,,,,
Bren Flatte,Hispanic,Male,67,Staff Scientist,New York,New York City,10260,"$237,201.18 ",,,,,,
Dew Harrigan,White,Male,44,Tax Accountant,New York,Brooklyn,11254,"$162,060.56 ",,,,,,
Maureene Daton,White,Female,37,Software Developer,New York,Buffalo,14215,"$256,243.79 ",,,,,,
Grantley Mundwell,Hispanic,Male,61,Professor,New York,Brooklyn,11231,"$151,064.50 ",,,,,,
Vina Mathys,Black,Female,59,Financial Advisor,New York,Great Neck,11024,"$30,641.84 ",,,,,,
Giorgi Shreenan,White,Male,46,Recruiter,New York,New York City,10292,"$66,209.76 ",,,,,,
Modesta Eleshenar,White,Female,68,Assistant Media Planner,New York,Syracuse,13251,"$282,099.89 ",,,,,,
Armin Dunnan,Hispanic,Male,29,Physical Therapy Assistant,New York,Elmira,14905,"$212,354.19 ",,,,,,
Stormi Geraud,Hispanic,Female,61,Teacher,New York,Rochester,14614,"$242,285.27 ",,,,,,
Felic Swinley,White,Male,46,Senior Editor,New York,New York City,10125,"$221,237.43 ",,,,,,
Danny Dory,Asian,Female,31,Professor,New York,Hicksville,11854,"$146,326.83 ",,,,,,
Charlton Sokell,White,Male,32,Sales Associate,New York,Brooklyn,11241,"$236,944.73 ",,,,,,
Carlyn Rappoport,Other,Female,29,GIS Technical Architect,New York,Jamaica,11470,"$269,357.15 ",,,,,,
Rani Camber,Black,Female,68,Sales Associate,New York,Brooklyn,11231,"$57,808.10 ",,,,,,
Corbet Chamberlen,White,Male,31,Sales Representative,New York,White Plains,10633,"$90,742.46 ",,,,,,
Gratiana Medhurst,White,Female,42,Junior Executive,New York,New York City,10203,"$167,339.85 ",,,,,,
Courtnay Getsham,Other,Male,44,Senior Editor,New York,New York City,10249,"$129,142.05 ",,,,,,
Jody Trimme,White,Male,35,Dental Hygienist,New York,New York City,10039,"$158,814.63 ",,,,,,
Appolonia Glison,White,Female,58,Assistant Manager,New York,Albany,12255,"$206,752.15 ",,,,,,
Hillard Kops,White,Male,49,Teacher,New York,Great Neck,11024,"$294,037.69 ",,,,,,
Camel Aisman,White,Female,23,Associate Professor,New York,Albany,12205,"$230,214.93 ",,,,,,
Sidnee Room,White,Male,67,Legal Assistant,New York,New York City,10090,"$97,660.44 ",,,,,,
Ralph Heritege,White,Male,31,Software Developer,New York,New York City,10292,"$293,551.88 ",,,,,,
Barbara Eaton,White,Female,49,Sales Associate,New York,Yonkers,10705,"$237,402.22 ",,,,,,
Edita Hosier,Black,Female,67,Staff Scientist,New York,Buffalo,14269,"$244,486.08 ",,,,,,
Jasun Elsy,Hispanic,Male,38,Research Nurse,New York,New York City,10014,"$255,324.64 ",,,,,,
Martina Gianullo,White,Female,27,Cost Accountant,New York,Brooklyn,11254,"$164,443.60 ",,,,,,
Parrnell Rutledge,Black,Male,60,Administrative Officer,New York,New York City,10060,"$125,771.08 ",,,,,,
Alexandrina Carlaw,White,Female,55,VP Quality Control,New York,Buffalo,14215,"$126,446.83 ",,,,,,
Caz Bricham,Black,Male,30,Automation Specialist,New York,New York City,10019,"$273,173.79 ",,,,,,
Renault Terbeck,Asian,Male,67,Geologist,New York,New York City,10024,"$161,936.73 ",,,,,,
Kassia Bagehot,White,Female,57,Technical Writer,New York,Bronx,10459,"$113,603.18 ",,,,,,
Cammi Marlon,Hispanic,Female,44,VP Marketing,New York,Albany,12255,"$203,057.79 ",,,,,,
Helsa Jenkin,White,Female,44,VP Marketing,New York,Elmira,14905,"$204,019.84 ",,,,,,
Rickie Millery,White,Male,46,Software Developer,New York,New York City,10110,"$191,249.13 ",,,,,,
Josh Boncoeur,White,Male,62,VP Marketing,New York,Rochester,14639,"$91,290.48 ",,,,,,
Rasia Bending,White,Female,66,Senior Developer,New York,Brooklyn,11205,"$55,451.32 ",,,,,,
Tatum Stokoe,White,Female,22,Legal Assistant,New York,Bronx,10474,"$135,442.61 ",,,,,,
Pepillo Bruni,White,Male,56,Staff Scientist,New York,Albany,12262,"$222,978.24 ",,,,,,
Rory Dudden,Black,Female,25,Dental Hygienist,New York,New York City,10184,"$50,737.58 ",,,,,,
Sarina Niemetz,Hispanic,Female,62,Information Systems Manager,New York,Buffalo,14269,"$29,450.65 ",,,,,,
Chantalle Phelp,Black,Female,57,General Manager,New York,Jamaica,11499,"$90,501.36 ",,,,,,
Tannie Danielsky,White,Male,53,Technical Writer,New York,Flushing,11388,"$136,889.63 ",,,,,,
