full_name,race,gender,age,job_title,state,city,zip_code,salary
Gifford Palomba,Black,Male,43,Electrician,New York,Rochester,14609,24708.88
Martainn Gainor,White,Male,27,Research Assistant,New York,Jamaica,11480,22897.96
Marthe Molesworth,Hispanic,Female,62,Software Developer,New York,New York City,10034,21600.65
Marlene Danzelman,White,Female,33,Editor,New York,Buffalo,14210,20963.91
Corie Buckle,White,Female,18,Software Developer,New York,Buffalo,14220,21541.42
Roseanna Jellis,Hispanic,Female,50,Electrician,New York,New York City,10275,17138.58
Elene Trundell,Black,Female,38,Staff Scientist,New York,White Plains,10633,16548.79
Ynes Sedgwick,White,Female,64,Buget Analyst,New York,New York City,10120,15939.68
Gael Duggon,White,Female,52,Senior Editor,New York,New York City,10150,16656.59
Vi Nealon,Black,Female,70,Electrician,New York,Buffalo,14225,18230.18
Gertrudis Lemoir,Hispanic,Female,58,VP Marketing,New York,Mount Vernon,10557,21095.28
Norbert MacKimm,White,Male,28,Statistician,New York,Jamaica,11407,21137.93
Nahum Merrin,White,Male,53,Human Resources,New York,Jamaica,11480,23825.45
Georges Robb,White,Male,26,Environmental Tech,New York,Jamaica,11499,22783.3
Benedick Pesek,White,Male,60,Nurse Practicioner,New York,Syracuse,13224,21891.05
Michal Sinott,Hispanic,Male,60,Payment Adjustment Coordinator,New York,Port Washington,11054,20918.67
Jaynell Brien,White,Female,60,Junior Executive,New York,New York City,10060,21598.37
Luisa Iwanczyk,White,Female,57,Account Coordinator,New York,Albany,12237,22878.34
Bob Brazier,White,Male,56,Software Developer,New York,Syracuse,13224,21793.77
Bar Lardge,White,Male,52,Food Chemist,New York,Schenectady,12305,17139.23
Jemima Beaver,White,Female,46,Desktop Support Technician,New York,Syracuse,13251,20905.84
Candace Jepp,White,Female,54,Electrician,New York,Brooklyn,11254,22293.65
Lee Coton,White,Female,19,Executive Secretary,New York,Albany,12222,20953.04
Corry Buffy,Hispanic,Female,40,Speech Pathologist,New York,Rochester,14624,23826.25
Tracie Belleny,White,Female,56,Software Developer,New York,New York City,10292,21880.32
Bernetta Gutherson,White,Female,19,VP Marketing,New York,Brooklyn,11231,15733
Galen Birtwhistle,White,Male,30,Marketing Manager,New York,Jamaica,11407,24859.13
Jannel Avramovitz,White,Female,58,Professor,New York,Buffalo,14205,15381.95
Kellby Shawyers,White,Male,20,Help Desk Operator,New York,Jamaica,11447,20489.16
Cori Kulic,Asian,Male,43,Automation Specialist,New York,New York City,10150,16164.81
Ainslie Donaher,White,Female,65,Account Coordinator,New York,New York City,10165,16692.43
Mackenzie Gepheart,White,Male,48,Marketing Assistant,New York,Schenectady,12305,18257.45
Edee Bour,White,Female,60,Electrician,New York,Syracuse,13205,17323.09
Jeanine Alcido,White,Female,65,Desktop Support Technician,New York,New York City,10280,19863.74
Efrem Yaakov,Black,Male,67,Senior Cost Accountant,New York,Jamaica,11407,22629.52
Janene Boddice,White,Female,51,Assistant Manager,New York,Albany,12222,22139.51
Leighton Eilles,White,Male,69,Geologist,New York,Rochester,14652,21228.54
Nobie Wisniowski,Black,Male,19,Nurse Practicioner,New York,Bronx,10454,17236.02
Laverne Mishow,White,Female,47,Office Assistant,New York,Bronx,10474,24254.46
Roxie Rozier,Asian,Female,25,Health Coach,New York,New York City,10203,18347.31
Laurent Alpine,White,Male,61,Electrician,New York,Buffalo,14220,22201.01
Vail Spearing,White,Male,50,Marketing Assistant,New York,Staten Island,10305,21569.06
Cesar Ipplett,Black,Male,24,Software Developer,New York,New York City,10019,22278.19
Bethina Tregale,White,Female,62,Account Coordinator,New York,White Plains,10633,20223.01
Clay Crossan,White,Male,55,Buget Analyst,New York,Jamaica,11431,17020.4
Rupert Hollier,Hispanic,Male,56,Senior Financial Analyst,New York,New York City,10090,17485.74
Ingra Bynert,Hispanic,Male,36,Executive Assistant,New York,New York City,10120,15408.57
Storm Bowick,White,Female,60,Desktop Support Technician,New York,Brooklyn,11220,19602.32
Kettie Mournian,Hispanic,Female,39,Junior Executive,New York,Albany,12227,16160
Vanya Dunthorn,White,Male,31,Accountant,New York,New York City,10115,15990.05
Maren Zarfai,White,Female,62,Paralegal,New York,New York City,10024,21406.8
Alidia Ponten,White,Female,56,Software Developer,New York,Yonkers,10705,23730.86
Maude Osmint,White,Female,50,Speech Pathologist,New York,New York City,10060,23728.22
Roger Konmann,White,Male,33,Executive Assistant,New York,Rochester,14609,23606.38
Donaugh Dounbare,White,Male,67,Electrician,New York,Buffalo,14225,16158.66
Jerrie Mayger,White,Male,39,Account Executive,New York,Buffalo,14269,23788
Ody O'Duggan,White,Male,53,Electrician,New York,New York City,10175,23124.84
Kin Font,Asian,Male,69,Software Developer,New York,Albany,12237,15280.59
Felicia Tuffield,Black,Female,66,Cost Accountant,New York,New York City,10184,17622.05
Norma Wilfing,White,Female,49,Senior Financial Analyst,New York,Buffalo,14220,17941.12
Waly Blodgett,White,Female,35,Database Administrator,New York,New York City,10175,23465.87
Alasdair Videneev,Hispanic,Male,54,Business Systems Development Analyst,New York,Bronx,10464,21305.72
Creight Hefforde,White,Male,47,Recruiting Manager,New York,Syracuse,13205,20131.43
Mead Cockaday,Hispanic,Female,43,Database Administrator,New York,Bronx,10459,23263.6
Evvie Gurys,White,Female,34,Administrative Officer,New York,Albany,12227,20178.54
Cherida Delph,Black,Female,68,Nurse Practicioner,New York,Staten Island,10310,16117.93
Franchot Hulse,White,Male,46,Accountant,New York,Brooklyn,11254,21744.7
Alain Clandillon,Black,Male,41,Systems Administrator,New York,Brooklyn,11231,21869.02
Amby Weatherburn,White,Male,48,Software Developer,New York,Albany,12242,19215.72
Joaquin Kemme,White,Male,54,Assistant Manager,New York,Syracuse,13205,17472.24
Raquela Keighley,Hispanic,Female,63,Electrician,New York,Buffalo,14210,22336.01
Shelagh Nanninini,White,Female,66,Financial Analyst,New York,Albany,12232,19157.96
Sherm Cossem,White,Male,19,Social Worker,New York,New York City,10115,18155.9
Emmery Pummell,White,Male,35,Senior Cost Accountant,New York,Buffalo,14210,22214.76
Toddie Moye,White,Male,53,Software Developer,New York,Bronx,10469,21656.19
Fianna Clausner,Asian,Female,29,Financial Advisor,New York,New York City,10060,15979.44
Ad Semple,White,Male,39,Software Developer,New York,Albany,12227,24563.83
Trumann Giacopelo,White,Male,19,VP Marketing,New York,Rochester,14619,16370.47
Mortie Tonks,White,Male,65,Food Chemist,New York,Rochester,14609,23302.18
Bradney Michin,White,Male,44,General Manager,New York,Utica,13505,24667.12
Katya Rishworth,Hispanic,Female,22,Senior Developer,New York,New York City,10270,20044.11
Bobbye Rodinger,White,Female,44,Food Chemist,New York,White Plains,10606,20615.11
Lorne Binning,White,Male,50,VP Marketing,New York,Buffalo,14225,19259.87
Guillaume Moodie,White,Male,26,Office Assistant,New York,New York City,10249,24701.69
Sumner Dreghorn,White,Male,33,Office Assistant,New York,New York City,10029,22282.32
Aeriela Wardhough,White,Female,27,VP Quality Control,New York,Buffalo,14233,17188.9
Phyllida Candey,Black,Female,27,Physical Therapy Assistant,New York,Albany,12247,24285.96
Eddy Dorrian,White,Female,70,Tax Accountant,New York,New York City,10203,16251.57
Elnar Senechault,White,Male,44,Electrician,New York,Buffalo,14215,24496.48
Ronald McMylor,White,Male,39,Research Assistant,New York,Albany,12255,21110.36
Tandi Fuentes,Hispanic,Female,51,Office Assistant,New York,Rochester,14639,23372.42
Dotti Borwick,White,Female,39,Electrician,New York,New York City,10110,19552.37
Alwin Abrahamian,Hispanic,Male,19,Buget Analyst,New York,Schenectady,12305,20953.56
Valeda Flippelli,White,Female,38,Software Developer,New York,Albany,12242,23668.73
Matias Pilley,White,Male,69,VP Sales,New York,New York City,10090,17481.24
Othelia Edmons,White,Female,70,Marketing Assistant,New York,New York City,10039,15268.78
Tedmund Daintry,Black,Male,52,Assistant Professor,New York,Mount Vernon,10557,24708.88
Valaria Ellacott,White,Female,35,Web Designer,New York,New York City,10024,22897.96
Berne Giampietro,Black,Male,28,Sales Associate,New York,New York City,10203,21600.65
Derek Loughhead,White,Male,67,Clinical Specialist,New York,New York City,10034,20963.91
Yancy Rousel,White,Male,38,Business Systems Development Analyst,New York,Jamaica,11407,21541.42
Merrilee Royal,White,Female,70,Statistician,New York,Yonkers,10705,17138.58
Dukie Farragher,White,Male,71,Human Resources,New York,Brooklyn,11241,16548.79
Tasha Wenderoth,Asian,Female,30,Assistant Professor,New York,New York City,10155,15939.68
Guglielma Mynett,Black,Female,55,General Manager,New York,Buffalo,14269,16656.59
Vallie Veschambre,Black,Female,46,Librarian,New York,Albany,12210,18230.18
Isa Baddow,Hispanic,Female,48,Staff Scientist,New York,White Plains,10606,21095.28
Edwin Nertney,White,Male,29,Software Developer,New York,Jamaica,11407,21137.93
Filippa Marzelo,Black,Female,67,VP Marketing,New York,Rochester,14646,23825.45
Billye Erskin,White,Female,60,Quality Control Specialist,New York,Buffalo,14233,22783.3
Maryellen Cockney,White,Female,56,Staff Scientist,New York,Syracuse,13224,21891.05
Elladine Giacomelli,White,Female,45,Registered Nurse,New York,New York City,10039,20918.67
Toma Monkhouse,White,Female,70,Accountant,New York,Rochester,14639,21598.37
Nickie Gallagher,White,Male,32,Recruiting Manager,New York,New Hyde Park,11044,22878.34
Joellen Donat,White,Female,50,Occupational Therapist,New York,Flushing,11388,21793.77
Lannie Dedon,White,Male,27,Safety Technician,New York,Utica,13505,17139.23
Aguie Middiff,Black,Male,59,Teacher,New York,Bronx,10454,20905.84
Janessa McCloughen,White,Female,21,Environmental Specialist,New York,New York City,10019,22293.65
Stace Pattington,American Indian & Alaska Native,Female,29,Sales Associate,New York,New York City,10099,20953.04
Elana Fowgies,White,Female,55,Associate Professor,New York,Rochester,14609,23826.25
Sarena Vobes,Hispanic,Female,36,Research Assistant,New York,New York City,10090,21880.32
Brose Lewzey,White,Male,24,Human Resources,New York,Mount Vernon,10557,15733
Reidar McKnish,Asian,Male,18,Registered Nurse,New York,Buffalo,14233,24859.13
Minnaminnie Melmore,White,Female,53,Sales Associate,New York,New York City,10125,15381.95
Gerta Biddell,White,Female,51,VP Marketing,New York,Buffalo,14263,20489.16
Chandler Lytle,White,Male,31,Sales Associate,New York,Syracuse,13251,16164.81
Leonard Rikkard,Black,Male,59,Marketing Manager,New York,Brooklyn,11247,16692.43
Bartolomeo Surmeyers,Asian,Male,31,Automation Specialist,New York,New York City,10099,18257.45
Deeyn Kingsley,Black,Female,57,Professor,New York,New York City,10004,17323.09
Wildon Jacks,Asian,Male,69,Sales Associate,New York,Staten Island,10310,19863.74
Lucias Fuzzens,White,Male,47,Software Developer,New York,Albany,12255,22629.52
Arabele Tonnesen,Hispanic,Female,50,Sales Associate,New York,Utica,13505,22139.51
Karyl Etherson,Hispanic,Female,42,Operator,New York,New York City,10280,21228.54
Wally Grabham,Asian,Male,31,Help Desk Operator,New York,Buffalo,14205,17236.02
Opaline Healy,White,Female,21,Software Developer,New York,Albany,12210,24254.46
Ingra Duchesne,Black,Male,55,Software Developer,New York,New York City,10260,18347.31
Toni Townsley,White,Female,59,Sales Representative,New York,New York City,10120,22201.01
Hill de Courcy,White,Male,35,Accountant,New York,White Plains,10606,21569.06
Mufinella Saffer,Black,Female,29,Web Designer,New York,New York City,10131,22278.19
Tynan Pavlasek,Black,Male,63,Web Designer,New York,Albany,12205,20223.01
Ramona McCrachen,White,Female,50,GIS Technical Architect,New York,Brooklyn,11231,17020.4
Skyler Godthaab,Hispanic,Male,41,Teacher,New York,New York City,10034,17485.74
Clarice Scoggan,White,Female,30,VP Accounting,New York,New York City,10060,15408.57
Kahaleel Tremellier,White,Male,66,Director of Sales,New York,Jamaica,11436,19602.32
Karlyn Pack,White,Female,43,Human Resources,New York,Buffalo,14269,16160
Giorgi O'Cosgra,White,Male,45,Director of Sales,New York,Rochester,14619,15990.05
Helsa Salvage,White,Female,42,Librarian,New York,New York City,10034,21406.8
Everard Brende,White,Male,19,Executive Secretary,New York,Bronx,10454,23730.86
Barth Waything,White,Male,49,Software Developer,New York,New York City,10270,23728.22
Desmond Elkington,White,Male,61,VP Product Management,New York,Jamaica,11480,23606.38
Tamar Nation,Hispanic,Female,71,Research Nurse,New York,New York City,10155,16158.66
Verne Tomaszewski,White,Male,34,Assistant Manager,New York,Buffalo,14225,23788
Diarmid Lissandre,Hispanic,Male,47,Sales Associate,New York,New York City,10004,23124.84
Hans Liebermann,White,Male,19,Sales Associate,New York,New York City,10034,15280.59
Krystyna Friday,Hispanic,Female,62,VP Product Management,New York,New York City,10203,17622.05
Baron Sangar,White,Male,27,Help Desk Technician,New York,Rochester,14683,17941.12
Alyda Southeran,White,Female,39,Administrative Officer,New York,Bronx,10459,23465.87
Earlie Durward,Black,Male,28,Environmental Specialist,New York,New York City,10131,21305.72
Batholomew Grinley,White,Male,53,Safety Technician,New York,Buffalo,14210,20131.43
Sherline Lunbech,White,Female,45,Financial Analyst,New York,Jamaica,11447,23263.6
Ofelia Joutapavicius,Hispanic,Female,37,Assistant Professor,New York,Albany,12262,20178.54
Darren Nickolls,Hispanic,Male,50,Executive Secretary,New York,Brooklyn,11236,16117.93
Shaylyn Wooton,White,Female,41,Physical Therapy Assistant,New York,New York City,10024,21744.7
Welsh Lemmers,White,Male,30,Biostatistician,New York,Schenectady,12305,21869.02
Belinda Huckfield,White,Female,50,Recruiter,New York,Brooklyn,11215,19215.72
Kathy Ammer,White,Female,30,Assistant Media Planner,New York,Albany,12247,17472.24
Shannen Morilla,Black,Female,53,Associate Professor,New York,Albany,12205,22336.01
Moritz Stanwix,White,Male,21,Web Designer,New York,Jamaica,11499,19157.96
Teodoro Borthe,White,Male,65,Marketing Assistant,New York,Albany,12247,18155.9
Dael Boxhill,Asian,Male,31,Account Coordinator,New York,Mount Vernon,10557,22214.76
Thom Rickett,Hispanic,Male,30,Sales Associate,New York,New York City,10120,21656.19
Alyosha Saxby,Hispanic,Male,24,Human Resources,New York,Buffalo,14276,15979.44
Yoshiko Mantrup,Hispanic,Female,20,Editor,New York,New York City,10270,24563.83
Duffie Berwick,White,Male,64,Sales Associate,New York,New York City,10160,16370.47
Dreddy Ettridge,White,Female,48,Sales Associate,New York,Albany,12237,23302.18
Skell Goldstein,White,Male,37,Sales Associate,New York,New York City,10019,24667.12
Gratiana Coon,White,Female,28,Occupational Therapist,New York,New York City,10014,20044.11
Antonius Markie,Asian,Male,59,Recruiting Manager,New York,New York City,10105,20615.11
Doug Cluitt,White,Male,25,Software Developer,New York,Brooklyn,11215,19259.87
Valentin Dingsdale,White,Male,55,Associate Professor,New York,New York City,10203,24701.69
Ainslie Pluthero,Black,Female,19,Software Developer,New York,Brooklyn,11254,22282.32
Dieter Yuryshev,Hispanic,Male,32,Assistant Manager,New York,Staten Island,10305,17188.9
Lorilyn Eltringham,Hispanic,Female,63,Software Developer,New York,New York City,10019,24285.96
Yasmeen Clail,Hispanic,Female,39,Administrative Officer,New York,Jamaica,11470,16251.57
Katleen But,White,Female,45,Software Developer,New York,Rochester,14652,24496.48
Hakim Glen,White,Male,27,Dental Hygienist,New York,Brooklyn,11205,21110.36
Bobbette Croux,Hispanic,Female,41,Dental Hygienist,New York,Bronx,10469,23372.42
Lane Cota,Asian,Male,18,Community Outreach Specialist,New York,New Hyde Park,11044,19552.37
Bo Carillo,Asian,Male,46,Software Developer,New York,Syracuse,13217,20953.56
Fifine Eymor,White,Female,68,Environmental Tech,New York,Hicksville,11854,23668.73
Laurent Sermin,American Indian & Alaska Native,Male,54,Buget Analyst,New York,New York City,10280,17481.24
Patricio Lorentz,White,Male,49,Assistant Media Planner,New York,Rochester,14683,15268.78
Farah Bumphrey,White,Female,41,Sales Associate,New York,Flushing,11355,24708.88
Jerrold D'Ambrogio,White,Male,59,Sales Associate,New York,Albany,12237,22897.96
Claudio Yuranovev,White,Male,51,Environmental Specialist,New York,New York City,10175,21600.65
Iseabal Dougharty,White,Female,68,Help Desk Technician,New York,Utica,13505,20963.91
Rozele Aspin,White,Female,49,Actuary,New York,Buffalo,14263,21541.42
Gherardo Ferrari,Hispanic,Male,57,GIS Technical Architect,New York,New York City,10099,17138.58
Therese Awty,White,Female,49,Software Developer,New York,Mount Vernon,10557,16548.79
Page Ritchings,Black,Female,49,Account Coordinator,New York,New York City,10009,15939.68
Garvy Evins,White,Male,47,Information Systems Manager,New York,Syracuse,13217,16656.59
Mirabelle Hannum,White,Female,35,Research Assistant,New York,Syracuse,13251,18230.18
Shirley Khomin,White,Female,42,Operator,New York,Brooklyn,11241,21095.28
Farrell Shawyers,White,Male,49,VP Sales,New York,New York City,10203,21137.93
Verna Potapczuk,White,Female,37,Health Coach,New York,Albany,12227,23825.45
Ganny Romeuf,White,Male,56,Compensation Analyst,New York,Albany,12205,22783.3
Corrie Larwood,White,Male,26,Registered Nurse,New York,Buffalo,14220,21891.05
Hadrian Rehor,White,Male,22,Junior Executive,New York,Brooklyn,11205,20918.67
Shirlene Goodoune,Asian,Female,26,Biostatistician,New York,New York City,10150,21598.37
Hedy Flattman,White,Female,35,General Manager,New York,New York City,10115,22878.34
Pembroke Spriddle,Hispanic,Male,63,Research Associate,New York,New York City,10014,21793.77
Sidonia Annion,Black,Female,68,Accountant,New York,Albany,12227,17139.23
Merl Larway,White,Female,52,Pharmacist,New York,Flushing,11355,20905.84
Beckie Gittus,Hispanic,Female,43,Payment Adjustment Coordinator,New York,New York City,10292,22293.65
Bettye Cawsby,Hispanic,Female,55,Web Designer,New York,Albany,12242,20953.04
Karilynn McKeady,White,Female,24,Software Developer,New York,Buffalo,14263,23826.25
Griffith Pagin,White,Male,37,Professor,New York,Brooklyn,11236,21880.32
Ivory Farleigh,Black,Female,61,Recruiter,New York,Flushing,11388,15733
Jacinda Dyster,Hispanic,Female,34,Environmental Tech,New York,Hicksville,11854,24859.13
Bordie Kettell,White,Male,35,VP Sales,New York,New York City,10090,15381.95
Delainey McClary,White,Male,50,Software Developer,New York,Syracuse,13217,20489.16
Marianna Daldry,White,Female,24,Quality Control Specialist,New York,New York City,10260,16164.81
Padraic de Guise,Hispanic,Male,42,Research Assistant,New York,New York City,10184,16692.43
Mackenzie Arangy,Hispanic,Male,47,Sales Associate,New York,New York City,10039,18257.45
Damiano Grennan,Hispanic,Male,33,Research Assistant,New York,Bronx,10459,17323.09
Grady O' Ronan,White,Male,68,VP Product Management,New York,Rochester,14609,19863.74
Willie Shoreman,White,Male,33,Director of Sales,New York,White Plains,10633,22629.52
Saxon Skirling,White,Male,26,Database Administrator,New York,Elmira,14905,22139.51
Tiebold Pipe,White,Male,31,Geologist,New York,Jamaica,11431,21228.54
Rhianon Du Fray,White,Female,41,Software Developer,New York,Syracuse,13205,17236.02
Lonnie Chipp,White,Male,31,Administrative Officer,New York,White Plains,10606,24254.46
Any Goodluck,White,Male,49,Financial Advisor,New York,Rochester,14624,18347.31
Ilaire Howieson,White,Male,33,Biostatistician,New York,Buffalo,14263,22201.01
Leesa Claisse,White,Female,54,Legal Assistant,New York,New York City,10131,21569.06
Hewitt Gerred,Hispanic,Male,18,Teacher,New York,New York City,10120,22278.19
Brynn Fluck,Hispanic,Female,34,Environmental Tech,New York,Brooklyn,11225,20223.01
Tomas Rimmer,White,Male,31,Recruiter,New York,Rochester,14614,17020.4
Abagail Fitzroy,White,Female,22,Business Systems Development Analyst,New York,Bronx,10474,17485.74
Bendix Tilbey,Asian,Male,35,Assistant Professor,New York,Albany,12232,15408.57
Cristal Lambis,White,Female,40,Environmental Tech,New York,Rochester,14609,19602.32
Willi Gouinlock,White,Male,30,Web Designer,New York,New York City,10029,16160
Dierdre Van de Vlies,Hispanic,Female,26,Sales Associate,New York,Rochester,14619,15990.05
Agosto Mesnard,White,Male,23,Software Consultant,New York,Albany,12262,21406.8
Karim MacLise,White,Male,37,Sales Associate,New York,Jamaica,11447,23730.86
Wylie Ducker,Black,Male,20,Environmental Specialist,New York,New York City,10280,23728.22
Bren Flatte,Hispanic,Male,67,Staff Scientist,New York,New York City,10260,23606.38
Dew Harrigan,White,Male,44,Tax Accountant,New York,Brooklyn,11254,16158.66
Maureene Daton,White,Female,37,Software Developer,New York,Buffalo,14215,23788
Grantley Mundwell,Hispanic,Male,61,Professor,New York,Brooklyn,11231,23124.84
Vina Mathys,Black,Female,59,Financial Advisor,New York,Great Neck,11024,15280.59
Giorgi Shreenan,White,Male,46,Recruiter,New York,New York City,10292,17622.05
Modesta Eleshenar,White,Female,68,Assistant Media Planner,New York,Syracuse,13251,17941.12
Armin Dunnan,Hispanic,Male,29,Physical Therapy Assistant,New York,Elmira,14905,23465.87
Stormi Geraud,Hispanic,Female,61,Teacher,New York,Rochester,14614,21305.72
Felic Swinley,White,Male,46,Senior Editor,New York,New York City,10125,20131.43
Danny Dory,Asian,Female,31,Professor,New York,Hicksville,11854,23263.6
Charlton Sokell,White,Male,32,Sales Associate,New York,Brooklyn,11241,20178.54
Carlyn Rappoport,Other,Female,29,GIS Technical Architect,New York,Jamaica,11470,16117.93
Rani Camber,Black,Female,68,Sales Associate,New York,Brooklyn,11231,21744.7
Corbet Chamberlen,White,Male,31,Sales Representative,New York,White Plains,10633,21869.02
Gratiana Medhurst,White,Female,42,Junior Executive,New York,New York City,10203,19215.72
Courtnay Getsham,Other,Male,44,Senior Editor,New York,New York City,10249,17472.24
Jody Trimme,White,Male,35,Dental Hygienist,New York,New York City,10039,22336.01
Appolonia Glison,White,Female,58,Assistant Manager,New York,Albany,12255,19157.96
Hillard Kops,White,Male,49,Teacher,New York,Great Neck,11024,18155.9
Camel Aisman,White,Female,23,Associate Professor,New York,Albany,12205,22214.76
Sidnee Room,White,Male,67,Legal Assistant,New York,New York City,10090,21656.19
Ralph Heritege,White,Male,31,Software Developer,New York,New York City,10292,15979.44
Barbara Eaton,White,Female,49,Sales Associate,New York,Yonkers,10705,24563.83
Edita Hosier,Black,Female,67,Staff Scientist,New York,Buffalo,14269,16370.47
Jasun Elsy,Hispanic,Male,38,Research Nurse,New York,New York City,10014,23302.18
Martina Gianullo,White,Female,27,Cost Accountant,New York,Brooklyn,11254,24667.12
Parrnell Rutledge,Black,Male,60,Administrative Officer,New York,New York City,10060,20044.11
Alexandrina Carlaw,White,Female,55,VP Quality Control,New York,Buffalo,14215,20615.11
Caz Bricham,Black,Male,30,Automation Specialist,New York,New York City,10019,19259.87
Renault Terbeck,Asian,Male,67,Geologist,New York,New York City,10024,24701.69
Kassia Bagehot,White,Female,57,Technical Writer,New York,Bronx,10459,22282.32
Cammi Marlon,Hispanic,Female,44,VP Marketing,New York,Albany,12255,17188.9
Helsa Jenkin,White,Female,44,VP Marketing,New York,Elmira,14905,24285.96
Rickie Millery,White,Male,46,Software Developer,New York,New York City,10110,16251.57
Josh Boncoeur,White,Male,62,VP Marketing,New York,Rochester,14639,24496.48
Rasia Bending,White,Female,66,Senior Developer,New York,Brooklyn,11205,21110.36
Tatum Stokoe,White,Female,22,Legal Assistant,New York,Bronx,10474,23372.42
Pepillo Bruni,White,Male,56,Staff Scientist,New York,Albany,12262,19552.37
Rory Dudden,Black,Female,25,Dental Hygienist,New York,New York City,10184,20953.56
Sarina Niemetz,Hispanic,Female,62,Information Systems Manager,New York,Buffalo,14269,23668.73
Chantalle Phelp,Black,Female,57,General Manager,New York,Jamaica,11499,17481.24
Tannie Danielsky,White,Male,53,Technical Writer,New York,Flushing,11388,15268.78
Durand Attrey,American Indian & Alaska Native,Male,48,Safety Technician,New York,New York City,10120,24708.88
Wally Wickersley,White,Female,30,Business Systems Development Analyst,New York,Albany,12205,22897.96
Cami Gaymar,White,Female,32,VP Marketing,New York,New York City,10270,21600.65
Stevana Fosher,White,Female,61,General Manager,New York,New York City,10170,20963.91
Lenard Greim,Hispanic,Male,19,Director of Sales,New York,Syracuse,13217,21541.42
Ingeberg Bricket,Black,Female,48,Software Developer,New York,Bronx,10464,17138.58
Lucia Janny,White,Female,32,Librarian,New York,New York City,10120,16548.79
Francine Judd,White,Female,44,General Manager,New York,Brooklyn,11236,15939.68
Kally Gilbard,White,Female,42,Assistant Manager,New York,New York City,10275,16656.59
Randy Saker,White,Male,62,VP Sales,New York,Bronx,10474,18230.18
Alfi Greste,Black,Female,51,Operator,New York,Utica,13505,21095.28
Manon Dawbury,White,Female,42,Sales Associate,New York,Syracuse,13205,21137.93
Iggy Cheevers,White,Male,60,Nurse,New York,New York City,10014,23825.45
Merna Leffek,Hispanic,Female,50,Senior Sales Associate,New York,Bronx,10474,22783.3
Arlee Lenoir,White,Female,53,Account Coordinator,New York,New York City,10292,21891.05
Colline Baynes,Hispanic,Female,67,Senior Editor,New York,Brooklyn,11225,20918.67
Lenard Godly,White,Male,19,Payment Adjustment Coordinator,New York,Mount Vernon,10557,21598.37
Zelda Mabbot,White,Female,24,Recruiter,New York,New York City,10131,22878.34
Asher Martindale,Black,Male,21,Paralegal,New York,New York City,10160,21793.77
Kathi Hair,White,Female,54,Sales Associate,New York,Syracuse,13205,17139.23
Randy Normanville,Black,Female,29,Media Manager,New York,Brooklyn,11236,20905.84
Ethan Tedder,White,Male,58,Systems Administrator,New York,Port Washington,11054,22293.65
Marnie Preedy,White,Female,29,Social Worker,New York,Rochester,14609,20953.04
Rayshell Bagott,Hispanic,Female,19,Registered Nurse,New York,Brooklyn,11236,23826.25
Eleni Barensky,Black,Female,43,Software Developer,New York,New Hyde Park,11044,21880.32
Bart Rookes,White,Male,26,Sales Associate,New York,Rochester,14646,15733
Jeanie Nacey,White,Female,64,Paralegal,New York,New York City,10203,24859.13
Melita Dutton,Black,Female,30,Software Developer,New York,Jamaica,11436,15381.95
Ransell Nottingam,White,Male,26,Software Developer,New York,Albany,12247,20489.16
Madlin Yakebowitch,White,Female,65,Software Developer,New York,New York City,10184,16164.81
Bella Rosini,White,Female,41,VP Product Management,New York,Rochester,14683,16692.43
Berke Popov,Hispanic,Male,42,Executive Assistant,New York,New York City,10009,18257.45
Ciro Meachen,Hispanic,Male,60,Software Developer,New York,Brooklyn,11247,17323.09
Gertruda Giacovelli,White,Female,18,Physical Therapy Assistant,New York,Brooklyn,11231,19863.74
Kerwin Hargie,White,Male,68,Senior Cost Accountant,New York,Rochester,14604,22629.52
Pia Ram,Black,Female,61,Graphic Designer,New York,Jamaica,11436,22139.51
Patric Pester,White,Male,43,Human Resources,New York,Elmira,14905,21228.54
Kippy Connell,White,Female,32,Software Developer,New York,Syracuse,13205,17236.02
Gorden Haygreen,Hispanic,Male,39,Nurse Practicioner,New York,Bronx,10454,24254.46
Corry Gosling,White,Female,26,Systems Administrator,New York,Schenectady,12325,18347.31
Wilma Melpuss,White,Female,19,Environmental Specialist,New York,Syracuse,13224,22201.01
Arlene Rewcassell,White,Female,50,Teacher,New York,Jamaica,11436,21569.06
Marilin O'Doran,Black,Female,19,Business Systems Development Analyst,New York,Bronx,10464,22278.19
Kaia Thamelt,Asian,Female,62,Environmental Specialist,New York,Flushing,11388,20223.01
Garreth Hearnes,White,Male,51,Software Developer,New York,Syracuse,13224,17020.4
Mala Deeves,White,Female,68,Pharmacist,New York,Albany,12247,17485.74
Karlen Shearwood,White,Female,66,Biostatistician,New York,New York City,10024,15408.57
Kris Copins,Hispanic,Female,62,Sales Associate,New York,New York City,10014,19602.32
Billie Starbucke,Hispanic,Male,30,Sales Associate,New York,New York City,10125,16160
Kent Hesey,White,Male,69,Paralegal,New York,Buffalo,14210,15990.05
Kikelia Ashfield,Other,Female,40,Sales Associate,New York,Jamaica,11499,21406.8
Lyn Cragell,Black,Male,50,Software Consultant,New York,Brooklyn,11205,23730.86
Reina Yuryatin,White,Female,33,Executive Assistant,New York,Buffalo,14210,23728.22
Waylon Crighton,White,Male,19,Research Associate,New York,Albany,12242,23606.38
Giorgio Pepineaux,White,Male,71,Software Developer,New York,Brooklyn,11215,16158.66
